,st_pmralim,ra,st_logglim,st_tmagerr1,st_pmdec,st_radlim,st_tmag,st_pmra,st_pmdecerr2,st_radsymerr,st_tefferr2,st_dist,st_loggsymerr,st_distsymerr,st_tefflim,st_distlim,st_disterr2,st_teff,st_loggerr2,dec,st_tmagsymerr,st_pmdeclim,st_pmraerr2,st_rad,st_loggerr1,st_tmagerr2,st_pmrasymerr,st_logg,st_teffsymerr,st_pmdecerr1,st_tmaglim,st_pmdecsymerr,st_disterr1,st_raderr1,st_pmraerr1,st_tefferr1,st_raderr2,tfopwg_disp
612,0.0,340.08462,0,0.006,-1.325,0,10.377,16.223,-0.041,1,-136.0,247.054,1,1,0,0,-1.361,6485.0,-0.09,69.503731,1,0.0,-0.041,1.24,0.09,-0.006,1.0,4.37,1,0.041,0,1.0,1.361,0.05,0.041,136.0,-0.05,PLANET
613,0.0,340.036593,0,0.043,-8.2,0,9.599,-0.9,-2.3,1,,184.762,1,1,0,0,,,,65.439728,1,0.0,-2.2,,,-0.043,1.0,,1,2.3,0,1.0,,,2.2,,,NOT PLANET
614,0.0,352.267521,0,0.006,-4.884,0,8.75127,-7.444,-0.053,1,-1388.8,225.888,1,1,0,0,-1.678,9918.0,-0.15,67.034806,1,0.0,-0.055,1.82241,0.15,-0.006,1.0,4.32,1,0.053,0,1.0,1.678,0.140201,0.055,1388.8,-0.140201,PLANET
615,0.0,355.416664,0,0.006,-7.2,0,10.1914,1.9,-2.7,1,-116.7,294.851,1,1,0,0,,6083.0,,62.921485,1,0.0,-2.7,1.58,,-0.006,1.0,,1,2.7,0,1.0,,,2.7,116.7,,NOT PLANET
616,0.0,332.357482,0,0.006,-109.526,0,11.3569,-34.716,-0.047,1,-102.6,376.849,1,1,0,0,-4.5095,6347.0,-0.45,-62.334453,1,0.0,-0.036,1.22,0.45,-0.006,1.0,4.23,1,0.047,0,1.0,4.5095,0.04,0.036,102.6,-0.04,NOT PLANET
617,0.0,350.232731,0,0.006,8.25,0,9.68805,27.666,-0.035,1,-155.5,196.55,1,1,0,0,-1.0125,6153.0,-0.08,62.161179,1,0.0,-0.045,1.5,0.08,-0.006,1.0,4.15,1,0.035,0,1.0,1.0125,0.07,0.045,155.5,-0.07,NOT PLANET
618,0.0,356.770579,0,0.006,-11.243,0,9.78876,-6.51,-0.042,1,-188.9,317.752,1,1,0,0,-2.623,6146.0,-0.09,69.049522,1,0.0,-0.044,2.31,0.09,-0.006,1.0,3.78,1,0.042,0,1.0,2.623,0.11,0.044,188.9,-0.11,NOT PLANET
619,0.0,314.269036,0,0.006,22.668,0,9.39575,15.377,-0.21,1,-335.2,303.976,1,1,0,0,-9.687,9024.0,-0.07,78.674917,1,0.0,-0.193,1.89,0.07,-0.006,1.0,4.24,1,0.21,0,1.0,9.687,0.06,0.193,335.2,-0.06,NOT PLANET
620,0.0,311.236535,0,0.006,-15.788,0,10.3197,-8.477,-0.039,1,-164.6,305.758,1,1,0,0,-1.911,6745.0,-0.09,69.151807,1,0.0,-0.039,1.53,0.09,-0.006,1.0,4.23,1,0.039,0,1.0,1.911,0.06,0.039,164.6,-0.06,NOT PLANET
621,0.0,319.144978,0,0.033,-4.812,0,9.1325,-2.003,-0.048,1,-122.0,792.79,1,1,0,0,-17.6605,8522.0,,58.772809,1,0.0,-0.057,6.79,,-0.033,1.0,,1,0.048,0,1.0,17.6605,,0.057,122.0,,NOT PLANET
622,0.0,308.065776,0,0.015,-2.493,0,10.3202,1.248,-0.077,1,-251.9,799.447,1,1,0,0,-25.305,9603.0,-0.07,58.328901,1,0.0,-0.096,3.14,0.07,-0.015,1.0,3.83,1,0.077,0,1.0,25.305,0.13,0.096,251.9,-0.13,NOT PLANET
623,0.0,318.347586,0,0.006,-19.113,0,9.693811,-29.564,-0.05,1,-299.8,320.06,1,1,0,0,-2.6215,6298.0,-0.11,56.943732,1,0.0,-0.058,2.38,0.11,-0.006,1.0,3.77,1,0.05,0,1.0,2.6215,0.11,0.058,299.8,-0.11,NOT PLANET
626,0.0,11.042775,0,0.031,-0.934,0,10.4049,0.435,-0.037,1,-156.3,969.594,1,1,0,0,-30.5625,8078.0,-0.09,59.464498,1,0.0,-0.042,,0.09,-0.031,1.0,3.8,1,0.037,0,1.0,30.5625,,0.042,156.3,,NOT PLANET
628,0.0,12.881425,0,0.006,-23.9,0,9.9475,16.0,-3.4,1,,257.461,1,1,0,0,,6941.0,,55.710926,1,0.0,-3.8,1.67,,-0.006,1.0,,1,3.4,0,1.0,,,3.8,,,NOT PLANET
633,0.0,6.074676,0,0.006,-11.769,0,9.867621,3.131,-0.037,1,-158.7,241.204,1,1,0,0,-1.829,6329.0,-0.09,57.881718,1,0.0,-0.04,1.68,0.09,-0.006,1.0,4.08,1,0.037,0,1.0,1.829,0.08,0.04,158.7,-0.08,NOT PLANET
634,0.0,10.962717,0,0.024,0.061,0,10.4397,-5.237,-0.039,1,-362.3,694.491,1,1,0,0,-12.687,7715.3,-0.07,61.835626,1,0.0,-0.036,2.67,0.07,-0.024,1.0,3.96,1,0.039,0,1.0,12.687,0.09,0.036,362.3,-0.09,NOT PLANET
635,0.0,11.3024,0,0.033,-1.659,0,10.3654,-0.129,-0.086,1,-617.1,795.905,1,1,0,0,-74.344,10310.0,-0.1,56.070058,1,0.0,-0.082,2.67713,0.1,-0.033,1.0,4.01,1,0.086,0,1.0,74.344,0.257347,0.082,617.1,-0.257347,NOT PLANET
638,0.0,346.518266,0,0.014,-17.713,0,10.4116,-18.88,-0.055,1,-146.4,530.347,1,1,0,0,-8.8575,5855.0,-0.08,52.787014,1,0.0,-0.047,3.22,0.08,-0.014,1.0,3.45,1,0.055,0,1.0,8.8575,0.16,0.047,146.4,-0.16,NOT PLANET
639,0.0,313.261454,0,0.006,-10.868,0,10.0704,-5.023,-0.059,1,-162.8,402.734,1,1,0,0,-8.073,5910.7,-0.54,-38.594923,1,0.0,-0.069,2.57,0.54,-0.006,1.0,3.59,1,0.059,0,1.0,8.073,0.13,0.069,162.8,-0.13,NOT PLANET
640,0.0,349.718625,0,0.023,-3.328,0,10.4234,-1.562,-0.094,1,-178.4,2537.64,1,1,0,0,-506.585,3593.0,,56.008598,1,0.0,-0.106,,,-0.023,1.0,,1,0.094,0,1.0,506.585,,0.106,178.4,,NOT PLANET
641,0.0,350.108816,0,0.006,-3.1,0,9.7436,-6.7,-1.5,1,,581.487,1,1,0,0,,9500.0,,55.52411,1,0.0,-1.5,2.36,,-0.006,1.0,,1,1.5,0,1.0,,,1.5,,,NOT PLANET
643,0.0,357.674034,0,0.008,-5.705,0,10.06,-8.031,-0.044,1,-145.1,605.832,1,1,0,0,-14.031,9238.0,-0.07,50.354962,1,0.0,-0.058,2.32,0.07,-0.008,1.0,4.08,1,0.044,0,1.0,14.031,0.08,0.058,145.1,-0.08,NOT PLANET
645,0.0,6.030617,0,0.006,-11.108,0,9.83204,-11.617,-0.043,1,-169.9,355.69,1,1,0,0,-5.5275,6905.3,-0.09,40.165571,1,0.0,-0.062,2.0,0.09,-0.006,1.0,4.03,1,0.043,0,1.0,5.5275,0.08,0.062,169.9,-0.08,NOT PLANET
647,0.0,355.451893,0,0.006,-16.194,0,10.3973,-0.11,-0.039,1,-162.6,241.296,1,1,0,0,-2.4755,5758.0,-0.08,37.186566,1,0.0,-0.054,1.44,0.08,-0.006,1.0,4.21,1,0.039,0,1.0,2.4755,0.08,0.054,162.6,-0.08,NOT PLANET
649,0.0,8.304382,0,0.008,-6.785,0,10.3959,-8.443,-0.04,1,-210.9,282.833,1,1,0,0,-3.011,6116.5,-0.08,46.340305,1,0.0,-0.051,1.49,0.08,-0.008,1.0,4.18,1,0.04,0,1.0,3.011,0.07,0.051,210.9,-0.07,NOT PLANET
651,0.0,21.736201,0,0.007,-0.782,0,10.2936,1.485,-0.075,1,-293.4,816.238,1,1,0,0,-26.308,6628.0,-0.09,49.388653,1,0.0,-0.063,3.96,0.09,-0.007,1.0,3.43,1,0.075,0,1.0,26.308,0.19,0.063,293.4,-0.19,NOT PLANET
653,0.0,22.972973,0,0.007,-4.439,0,8.19,-5.702,-0.099,1,-140.2,519.941,1,1,0,0,-18.4675,9146.0,-0.07,46.399826,1,0.0,-0.129,4.72,0.07,-0.007,1.0,3.45,1,0.099,0,1.0,18.4675,0.2,0.129,140.2,-0.2,NOT PLANET
655,0.0,289.226288,0,0.006,23.364,0,11.0579,14.337,-0.04,1,-272.0,194.033,1,1,0,0,-0.954,5450.4,-0.09,49.548281,1,0.0,-0.048,0.938168,0.09,-0.006,1.0,4.48,1,0.04,0,1.0,0.954,0.0554422,0.048,272.0,-0.0554422,PLANET
656,0.0,257.876742,0,0.006,11.342,0,10.1688,1.411,-0.089,1,-331.7,169.788,1,1,0,0,-1.4485,6025.3,-0.08,72.135555,1,0.0,-0.07,1.04,0.08,-0.006,1.0,4.46,1,0.089,0,1.0,1.4485,0.11,0.07,331.7,-0.11,NOT PLANET
657,0.0,324.714399,0,0.006,3.611,0,9.79455,8.796,-0.048,1,-436.9,315.386,1,1,0,0,-2.524,8009.0,-0.08,65.039172,1,0.0,-0.05,1.65,0.08,-0.006,1.0,4.29,1,0.048,0,1.0,2.524,0.05,0.05,436.9,-0.05,NOT PLANET
658,0.0,8.163572,0,0.006,-1.434,0,10.4925,18.638,-0.042,1,-167.7,285.876,1,1,0,0,-2.987,5751.0,-0.08,54.654594,1,0.0,-0.042,1.69,0.08,-0.006,1.0,4.0,1,0.042,0,1.0,2.987,0.09,0.042,167.7,-0.09,NOT PLANET
659,,48.352264,0,0.033,,0,10.485,,,1,,,1,1,0,0,,,,49.783757,1,,,,,-0.033,,,1,,0,,,,,,,NOT PLANET
661,0.0,41.467598,0,0.006,4.632,0,10.294,29.82,-0.046,1,-138.2,234.138,1,1,0,0,-1.3405,5823.9,-0.16,-64.320687,1,0.0,-0.042,1.28,0.16,-0.006,1.0,4.6,1,0.046,0,1.0,1.3405,0.06,0.042,138.2,-0.06,NOT PLANET
663,0.0,38.821696,0,0.015,-7.668,0,10.2948,7.133,-0.071,1,-159.7,551.666,1,1,0,0,-10.336,6777.0,-0.09,55.703217,1,0.0,-0.066,3.35,0.09,-0.015,1.0,3.55,1,0.071,0,1.0,10.336,0.16,0.066,159.7,-0.16,NOT PLANET
664,0.0,38.123017,0,0.006,-46.098,0,9.10226,41.218,-0.068,1,-172.9,184.69,1,1,0,0,-1.2895,6208.0,-0.08,52.704091,1,0.0,-0.08,1.84,0.08,-0.006,1.0,3.99,1,0.068,0,1.0,1.2895,0.08,0.08,172.9,-0.08,NOT PLANET
668,0.0,15.606503,0,0.008,-2.246,0,10.5907,-1.996,-0.159,1,-559.8,377.17,1,1,0,0,-18.481,6516.0,,60.715521,1,0.0,-0.156,1.63,,-0.008,1.0,,1,0.159,0,1.0,18.481,0.29,0.156,559.8,-0.29,NOT PLANET
669,0.0,50.345888,0,0.006,-92.923,0,10.374,121.807,-0.055,1,-105.7,86.1112,1,1,0,0,-0.24515,4503.5,-0.09,52.692112,1,0.0,-0.069,0.86,0.09,-0.006,1.0,4.42,1,0.055,0,1.0,0.24515,0.06,0.069,105.7,-0.06,NOT PLANET
670,0.0,8.989872,0,0.006,-33.288,0,9.74734,114.792,-0.05,1,-130.6,104.358,1,1,0,0,-0.339,5421.0,-0.08,65.026035,1,0.0,-0.047,0.94,0.08,-0.006,1.0,4.46,1,0.05,0,1.0,0.339,0.05,0.047,130.6,-0.05,NOT PLANET
671,0.0,43.61065,0,0.012,-4.127,0,10.424,-3.594,-0.069,1,-96.2,755.795,1,1,0,0,-20.5135,5511.5,-0.09,52.07103,1,0.0,-0.072,4.92,0.09,-0.012,1.0,3.28,1,0.069,0,1.0,20.5135,0.17,0.072,96.2,-0.17,NOT PLANET
672,0.0,73.70144,0,0.006,-18.922,0,12.0166,11.712,-0.05,1,-133.9,355.683,1,1,0,0,-2.826,5638.0,-0.08,-76.680606,1,0.0,-0.035,1.10646,0.08,-0.006,1.0,4.35,1,0.05,0,1.0,2.826,0.0579346,0.035,133.9,-0.0579346,PLANET
673,0.0,53.196298,0,0.012,-14.844,0,9.4883,1.126,-0.068,1,-154.7,294.123,1,1,0,0,-3.143,8348.0,-0.07,51.884502,1,0.0,-0.083,1.8,0.07,-0.012,1.0,4.24,1,0.068,0,1.0,3.143,0.06,0.083,154.7,-0.06,NOT PLANET
674,0.0,53.098973,0,0.029,2.251,0,10.2353,-0.061,-0.077,1,-119.0,317.968,1,1,0,0,-4.8455,5624.8,-0.1,50.49904,1,0.0,-0.088,2.14,0.1,-0.029,1.0,3.92,1,0.077,0,1.0,4.8455,0.09,0.088,119.0,-0.09,NOT PLANET
675,0.0,31.902189,0,0.007,-3.82,0,10.4562,-3.046,-0.091,1,-217.0,505.331,1,1,0,0,-16.141,6322.2,-0.09,45.500156,1,0.0,-0.084,2.52,0.09,-0.007,1.0,3.77,1,0.091,0,1.0,16.141,0.17,0.084,217.0,-0.17,NOT PLANET
676,0.0,42.436612,0,0.006,-33.197,0,7.6353,90.982,-0.062,1,-89.5,78.0863,1,1,0,0,-0.239,5925.0,-0.08,71.753088,1,0.0,-0.064,1.55,0.08,-0.006,1.0,4.1,1,0.062,0,1.0,0.239,0.08,0.064,89.5,-0.08,PLANET
677,0.0,14.640115,0,0.006,51.422,0,10.2978,84.427,-0.065,1,-150.2,186.665,1,1,0,0,-1.237,5791.0,-0.08,50.936428,1,0.0,-0.079,1.21,0.08,-0.006,1.0,4.29,1,0.065,0,1.0,1.237,0.06,0.079,150.2,-0.06,NOT PLANET
678,0.0,51.988839,0,0.006,-16.16,0,10.3775,22.779,-0.074,1,-28.3,248.563,1,1,0,0,-2.359,5429.5,-0.1,54.865617,1,0.0,-0.072,1.63,0.1,-0.006,1.0,4.01,1,0.074,0,1.0,2.359,0.09,0.072,28.3,-0.09,NOT PLANET
679,0.0,23.466893,0,0.007,1.104,0,9.7828,18.596,-0.09,1,-122.0,493.702,1,1,0,0,-14.842,4975.0,,45.010329,1,0.0,-0.094,5.3874698,,-0.007,1.0,,1,0.09,0,1.0,14.842,,0.094,122.0,,NOT PLANET
680,0.0,19.278636,0,0.006,-25.533,0,9.60027,63.025,-0.045,1,-141.4,143.575,1,1,0,0,-0.636,6082.0,-0.08,57.514232,1,0.0,-0.038,1.13,0.08,-0.006,1.0,4.39,1,0.045,0,1.0,0.636,0.05,0.038,141.4,-0.05,NOT PLANET
681,0.0,34.376965,0,0.006,-5.512,0,10.1042,2.649,-0.079,1,-156.0,341.514,1,1,0,0,-4.847,6742.0,-0.09,56.42149,1,0.0,-0.07,2.11,0.09,-0.006,1.0,3.95,1,0.079,0,1.0,4.847,0.09,0.07,156.0,-0.09,NOT PLANET
682,0.0,27.738026,0,0.009,-6.988,0,9.7745,5.02,-0.174,1,-405.5,524.755,1,1,0,0,-26.8925,8393.7,-0.08,48.352316,1,0.0,-0.119,,0.08,-0.009,1.0,4.01,1,0.174,0,1.0,26.8925,,0.119,405.5,,NOT PLANET
683,0.0,333.578718,0,0.006,4.153,0,11.2314,-8.312,-0.053,1,-137.8,601.367,1,1,0,0,-11.559,5988.0,-0.16,-55.378981,1,0.0,-0.043,2.3,0.16,-0.006,1.0,4.08,1,0.053,0,1.0,11.559,0.1,0.043,137.8,-0.1,NOT PLANET
684,0.0,28.282572,0,0.006,6.165,0,9.17925,26.511,-0.075,1,-152.2,233.22,1,1,0,0,-2.657,6333.0,-0.08,52.053921,1,0.0,-0.106,2.18,0.08,-0.006,1.0,3.86,1,0.075,0,1.0,2.657,0.1,0.106,152.2,-0.1,PLANET
685,0.0,28.16355,0,0.006,-14.626,0,9.76978,44.517,-0.09,1,-139.6,124.547,1,1,0,0,-0.631,5865.0,-0.08,55.185971,1,0.0,-0.084,0.97,0.08,-0.006,1.0,4.49,1,0.09,0,1.0,0.631,0.05,0.084,139.6,-0.05,NOT PLANET
686,0.0,34.69789,0,0.006,-2.918,0,10.0188,-4.588,-0.051,1,-96.1,386.181,1,1,0,0,-4.9215,6904.3,-0.08,64.356382,1,0.0,-0.033,2.04,0.08,-0.006,1.0,4.05,1,0.051,0,1.0,4.9215,0.07,0.033,96.1,-0.07,NOT PLANET
687,0.0,4.249336,0,0.013,-2.856,0,9.5425,0.654,-0.036,1,-249.5,867.296,1,1,0,0,-21.8335,10097.0,-0.07,58.679253,1,0.0,-0.038,4.62,0.07,-0.013,1.0,3.52,1,0.036,0,1.0,21.8335,0.16,0.038,249.5,-0.16,NOT PLANET
688,0.0,6.519425,0,0.006,-0.308,0,9.27904,-13.0,-0.038,1,-178.4,479.659,1,1,0,0,-6.5305,6919.0,-0.09,63.319412,1,0.0,-0.041,4.27,0.09,-0.006,1.0,3.36,1,0.038,0,1.0,6.5305,0.17,0.041,178.4,-0.17,NOT PLANET
689,0.0,6.308908,0,0.012,-3.54,0,8.9676,-4.209,-0.04,1,-123.0,670.885,1,1,0,0,-14.034,9542.0,,62.543115,1,0.0,-0.044,5.03,,-0.012,1.0,,1,0.04,0,1.0,14.034,,0.044,123.0,,NOT PLANET
691,0.0,48.423422,0,0.022,-12.14,0,10.2543,14.079,-0.06,1,-123.0,563.997,1,1,0,0,-11.627,7275.0,-0.08,61.907831,1,0.0,-0.048,2.51,0.08,-0.022,1.0,3.91,1,0.06,0,1.0,11.627,0.09,0.048,123.0,-0.09,NOT PLANET
693,0.0,14.119486,0,0.006,11.141,0,9.87542,-0.493,-0.124,1,-409.9,278.829,1,1,0,0,-7.176,7455.0,-0.1,65.679038,1,0.0,-0.127,1.78,0.1,-0.006,1.0,4.17,1,0.124,0,1.0,7.176,0.08,0.127,409.9,-0.08,NOT PLANET
695,0.0,26.299423,0,0.01,-3.837,0,10.2146,0.568,-0.118,1,-228.4,749.127,1,1,0,0,-37.15,9050.3,-0.08,54.56844,1,0.0,-0.142,,0.08,-0.01,1.0,3.96,1,0.118,0,1.0,37.15,,0.142,228.4,,NOT PLANET
696,0.0,48.753158,0,0.006,-8.408,0,9.64805,26.702,-0.065,1,-236.8,282.1,1,1,0,0,-4.316,7519.0,-0.08,60.238195,1,0.0,-0.049,1.7,0.08,-0.006,1.0,4.22,1,0.065,0,1.0,4.316,0.06,0.049,236.8,-0.06,NOT PLANET
697,0.0,45.08847,0,0.006,-71.02,0,9.76636,93.001,-0.078,1,-133.9,170.592,1,1,0,0,-1.987,5669.9,-0.08,39.068266,1,0.0,-0.101,1.38826,0.08,-0.006,1.0,4.16,1,0.078,0,1.0,1.987,0.0715829,0.101,133.9,-0.0715829,NOT PLANET
698,0.0,45.598372,0,0.007,-11.741,0,9.1222,10.679,-0.067,1,-99.8,550.183,1,1,0,0,-12.998,6716.5,-0.09,43.183802,1,0.0,-0.074,4.77,0.09,-0.007,1.0,3.24,1,0.067,0,1.0,12.998,0.21,0.074,99.8,-0.21,NOT PLANET
699,0.0,56.143332,0,0.013,-4.724,0,9.7479,2.194,-0.066,1,-218.6,831.907,1,1,0,0,-38.8525,9447.0,-0.08,41.064351,1,0.0,-0.104,4.35,0.08,-0.013,1.0,3.54,1,0.066,0,1.0,38.8525,0.24,0.104,218.6,-0.24,NOT PLANET
700,0.0,50.808098,0,0.006,-16.13,0,10.4511,15.52,-0.063,1,-147.0,295.452,1,1,0,0,-3.238,6222.3,-0.11,46.682113,1,0.0,-0.071,1.53,0.11,-0.006,1.0,4.15,1,0.063,0,1.0,3.238,0.15,0.071,147.0,-0.15,NOT PLANET
701,0.0,56.222542,0,0.02,-0.576,0,10.0888,-0.869,-0.086,1,-130.5,710.919,1,1,0,0,-26.476,7962.9,-0.1,45.507188,1,0.0,-0.123,3.62,0.1,-0.02,1.0,3.6,1,0.086,0,1.0,26.476,0.23,0.123,130.5,-0.23,NOT PLANET
702,0.0,44.401798,0,0.01,-13.655,0,10.1342,-35.041,-0.082,1,-133.4,226.234,1,1,0,0,-3.595,6001.0,-0.08,40.016703,1,0.0,-0.088,1.49,0.08,-0.01,1.0,4.14,1,0.082,0,1.0,3.595,0.07,0.088,133.4,-0.07,NOT PLANET
704,0.0,36.712738,0,0.006,-8.977,0,7.87611,-0.976,-0.105,1,-157.7,121.944,1,1,0,0,-0.9905,7398.5,-0.08,37.550444,1,0.0,-0.118,1.60242,0.08,-0.006,1.0,4.25,1,0.105,0,1.0,0.9905,0.0582111,0.118,157.7,-0.0582111,PLANET
705,0.0,337.500827,0,0.007,-27.285,0,11.2901,28.377,-0.059,1,-141.5,341.854,1,1,0,0,-4.498,5935.0,-0.65,-31.924356,1,0.0,-0.077,1.28,0.65,-0.007,1.0,4.29,1,0.059,0,1.0,4.498,0.06,0.077,141.5,-0.06,NOT PLANET
706,0.0,34.555963,0,0.006,-15.684,0,9.66027,7.486,-0.215,1,-236.7,252.419,1,1,0,0,-10.38,6056.9,-0.1,38.478824,1,0.0,-0.165,1.95,0.1,-0.006,1.0,3.99,1,0.215,0,1.0,10.38,0.15,0.165,236.7,-0.15,NOT PLANET
707,0.0,38.361569,0,0.007,-0.874,0,10.1035,21.708,-0.09,1,-125.8,336.608,1,1,0,0,-8.1935,5917.0,-0.08,41.013432,1,0.0,-0.095,2.22,0.08,-0.007,1.0,3.78,1,0.09,0,1.0,8.1935,0.12,0.095,125.8,-0.12,PLANET
709,0.0,38.308075,0,0.006,-10.911,0,10.1868,-13.885,-0.083,1,-107.5,282.096,1,1,0,0,-4.751,6739.0,-0.08,30.360453,1,0.0,-0.093,1.56,0.08,-0.006,1.0,4.21,1,0.083,0,1.0,4.751,0.07,0.093,107.5,-0.07,PLANET
710,0.0,34.195855,0,0.006,-5.574,0,9.08054,6.464,-0.089,1,-123.1,380.062,1,1,0,0,-7.3015,7249.8,-0.08,29.570473,1,0.0,-0.093,3.02,0.08,-0.006,1.0,3.69,1,0.089,0,1.0,7.3015,0.13,0.093,123.1,-0.13,NOT PLANET
711,0.0,54.48089,0,0.006,8.767,0,9.62924,-40.365,-0.062,1,-146.5,159.748,1,1,0,0,-1.5125,5597.0,-0.08,33.079897,1,0.0,-0.106,1.59,0.08,-0.006,1.0,4.03,1,0.062,0,1.0,1.5125,0.08,0.106,146.5,-0.08,PLANET
713,0.0,56.814344,0,0.008,-3.391,0,8.4107,3.816,-0.058,1,-122.0,329.591,1,1,0,0,-7.032,4963.0,,30.149498,1,0.0,-0.099,7.83,,-0.008,1.0,,1,0.058,0,1.0,7.032,,0.099,122.0,,NOT PLANET
714,0.0,50.80115,0,0.006,-58.264,0,7.42812,109.242,-0.096,1,-67.1,100.635,1,1,0,0,-0.8968,6057.7,-0.08,33.078133,1,0.0,-0.111,2.13,0.08,-0.006,1.0,3.84,1,0.096,0,1.0,0.8968,0.09,0.111,67.1,-0.09,NOT PLANET
718,0.0,325.201645,0,0.006,63.044,0,7.5825,345.178,-0.07,1,-141.3,28.2938,1,1,0,0,-0.0312,5071.0,-0.09,84.333761,1,0.0,-0.067,0.78,0.09,-0.006,1.0,4.58,1,0.07,0,1.0,0.0312,0.05,0.067,141.3,-0.05,PLANET
719,0.0,277.478075,0,0.006,24.461,0,10.0521,-15.354,-0.054,1,-137.7,234.149,1,1,0,0,-1.1875,6082.0,-0.08,85.233321,1,0.0,-0.038,1.53,0.08,-0.006,1.0,4.13,1,0.054,0,1.0,1.1875,0.07,0.038,137.7,-0.07,PLANET
720,0.0,356.318574,0,0.006,0.67,0,10.4641,15.96,-0.045,1,-139.9,304.76,1,1,0,0,-3.193,6651.0,-0.09,62.142699,1,0.0,-0.054,1.44,0.09,-0.006,1.0,4.27,1,0.045,0,1.0,3.193,0.06,0.054,139.9,-0.06,NOT PLANET
721,0.0,349.796329,0,0.006,-18.639,0,10.2351,-5.462,-0.044,1,-122.0,423.272,1,1,0,0,-4.72,5182.0,,75.017864,1,0.0,-0.045,4.04,,-0.006,1.0,,1,0.044,0,1.0,4.72,,0.045,122.0,,NOT PLANET
722,0.0,351.174718,0,0.006,2.736,0,9.68708,12.588,-0.047,1,-213.8,260.494,1,1,0,0,-2.111,7170.0,-0.08,77.627113,1,0.0,-0.054,1.51,0.08,-0.006,1.0,4.31,1,0.047,0,1.0,2.111,0.05,0.054,213.8,-0.05,NOT PLANET
724,0.0,325.32505,0,0.006,29.15,0,10.2505,51.799,-0.044,1,-182.2,133.496,1,1,0,0,-0.4335,5521.0,-0.08,68.807202,1,0.0,-0.044,0.94,0.08,-0.006,1.0,4.48,1,0.044,0,1.0,0.4335,0.05,0.044,182.2,-0.05,NOT PLANET
725,0.0,340.909648,0,0.033,2.525,0,9.9272,11.937,-0.049,1,-671.7,451.796,1,1,0,0,-6.61,10596.0,-0.09,69.091928,1,0.0,-0.055,2.0,0.09,-0.033,1.0,4.27,1,0.049,0,1.0,6.61,0.1,0.055,671.7,-0.1,NOT PLANET
726,0.0,342.443925,0,0.006,3.244,0,10.0552,68.76,-0.044,1,-122.0,396.201,1,1,0,0,-4.0995,5017.0,,68.251071,1,0.0,-0.048,4.73,,-0.006,1.0,,1,0.044,0,1.0,4.0995,,0.048,122.0,,NOT PLANET
730,0.0,318.049804,0,0.006,29.051,0,9.39435,54.237,-0.044,1,-71.4,113.845,1,1,0,0,-0.291,5932.2,-0.08,68.05247,1,0.0,-0.038,1.0,0.08,-0.006,1.0,4.48,1,0.044,0,1.0,0.291,0.05,0.038,71.4,-0.05,NOT PLANET
731,0.0,5.420651,0,0.006,10.0,0,9.5287,17.7,-1.8,1,-111.9,280.381,1,1,0,0,,7325.2,,77.880071,1,0.0,-1.7,1.77,,-0.006,1.0,,1,1.8,0,1.0,,,1.7,111.9,,NOT PLANET
732,0.0,3.021798,0,0.006,-8.532,0,10.2763,19.05,-0.045,1,-179.8,234.455,1,1,0,0,-1.54,6406.0,-0.09,66.650523,1,0.0,-0.046,1.27,0.09,-0.006,1.0,4.34,1,0.045,0,1.0,1.54,0.06,0.046,179.8,-0.06,NOT PLANET
733,0.0,359.741171,0,0.006,-13.408,0,10.2918,37.502,-0.071,1,-163.9,269.476,1,1,0,0,-2.3625,6587.0,-0.09,61.554089,1,0.0,-0.052,1.43,0.09,-0.006,1.0,4.27,1,0.071,0,1.0,2.3625,0.06,0.052,163.9,-0.06,NOT PLANET
734,0.0,279.262473,0,0.007,0.25,0,12.0545,8.779,-0.043,1,-140.0,610.176,1,1,0,0,-8.8895,5768.2,-0.07,40.018691,1,0.0,-0.044,1.6948299,0.07,-0.007,1.0,4.0,1,0.043,0,1.0,8.8895,0.0842764,0.044,140.0,-0.0842764,PLANET
735,0.0,274.701253,0,0.007,47.14,0,11.2311,32.58,-0.043,1,-435.4,290.404,1,1,0,0,-1.819,5930.0,-0.08,45.172219,1,0.0,-0.04,1.10013,0.08,-0.007,1.0,4.4,1,0.043,0,1.0,1.819,0.0500402,0.04,435.4,-0.0500402,PLANET
736,0.0,291.162386,0,0.007,-27.969,0,11.1541,6.141,-0.041,1,-140.8,454.144,1,1,0,0,-4.423,6148.0,-0.08,55.473027,1,0.0,-0.039,1.77061,0.08,-0.007,1.0,4.01,1,0.041,0,1.0,4.423,0.0931859,0.039,140.8,-0.0931859,PLANET
737,0.0,224.872859,0,0.007,-7.851,0,11.191,5.323,-0.047,1,-133.1,435.156,1,1,0,0,-4.3895,5939.3,-0.08,46.9601,1,0.0,-0.038,1.73,0.08,-0.007,1.0,4.0,1,0.047,0,1.0,4.3895,0.09,0.038,133.1,-0.09,PLANET
738,0.0,79.768253,0,0.006,16.374,0,10.8719,7.14,-0.078,1,-130.6,411.719,1,1,0,0,-8.01,6671.0,-0.09,-71.895527,1,0.0,-0.067,1.6640199,0.09,-0.006,1.0,4.14,1,0.078,0,1.0,8.01,0.0781055,0.067,130.6,-0.0781055,PLANET
